"filename", "language", "XML", "SCSS", "TypeScript", "Markdown", "HTML", "JSON", "PHP", "CSS", "JavaScript", "comment", "blank", "total"
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_models/customer.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_models/rawapi.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 5, 40
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_models/user.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_modules/shared.module.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/account-service/account.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/account-service/account.service.ts", "TypeScript", 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 13, 121
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/book-param-service/book-param.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/book-param-service/book-param.service.ts", "TypeScript", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 11, 109
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/books-service/book-param.type.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/books-service/books.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/books-service/books.service.ts", "TypeScript", 0, 0, 167, 0, 0, 0, 0, 0, 0, 4, 23, 194
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/cart-service/cart.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/cart-service/cart.service.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 7, 51
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/customers-service/customers.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/_services/customers-service/customers.service.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 15, 7, 52
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/app-routing.module.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/app.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/app.component.spec.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/app.component.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 6, 48
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/app.module.ts", "TypeScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 2, 43
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/components/admin-dashboard/admin-dashboard/admin-dashboard.container.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/components/admin-dashboard/admin-dashboard/admin-dashboard.container.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/components/admin-dashboard/admin-dashboard/admin-dashboard.container.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/components/admin-dashboard/admin-sidebar/admin-sidebar.component.scss", "SCSS", 0, 81, 0, 0, 0, 0, 0, 0, 0, 1, 7, 89
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/components/admin-dashboard/admin-sidebar/admin-sidebar.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/elias/Desktop/Portfolio/book-club-laravel-angular/books-management-php-angular/client/book-management/src/app/components/admin-dashboard/admin-sidebar/admin-sidebar.component.ts", "TypeScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 5, 62
